B1,B2,B3,B4,B5,R1,R2,R3,R4,R5,winner
58,76,80,429,111,516,5,26,236,267,1
84,62,711,15,117,69,113,517,157,44,0
78,62,8,360,888,887,254,27,157,111,0
41,254,268,236,267,58,78,103,15,16,0
58,76,166,429,22,164,78,163,51,16,1
85,163,555,15,89,58,76,245,221,32,1
58,76,234,15,497,516,107,103,18,350,0
516,203,103,895,79,58,163,777,15,12,1
58,113,517,221,350,516,234,103,15,117,0
58,76,268,145,89,80,62,72,360,517,0
420,76,166,236,117,266,203,103,222,412,0
78,76,777,429,53,266,876,517,523,12,1
24,30,238,221,350,8,246,166,15,43,0
41,5,142,29,497,68,254,268,221,111,0
62,33,517,236,267,24,421,55,221,350,1
24,113,518,221,350,154,62,103,236,267,0
266,80,84,221,16,114,9,777,523,22,1
113,120,711,777,350,266,111,3,221,76,1
79,62,117,236,267,84,113,103,221,16,0
58,163,777,221,32,68,234,517,895,111,0
164,104,163,221,350,34,64,268,15,111,0
516,163,266,429,888,517,254,103,221,117,0
41,30,78,18,555,266,113,517,157,22,1
58,234,103,895,111,266,163,104,15,350,0
887,62,268,15,350,266,163,58,157,235,0
50,131,234,429,111,516,62,245,895,235,1
412,62,38,15,117,266,113,163,221,111,1
133,48,517,15,235,58,9,777,221,350,1
266,72,34,15,412,133,113,84,51,117,1
117,876,55,429,19,64,85,234,15,201,0
39,104,117,202,111,133,200,517,51,99,1
113,254,103,429,22,41,104,68,15,888,1
166,60,7,18,78,58,254,711,110,235,0
266,254,32,221,268,24,78,777,15,111,1
516,131,103,119,526,266,77,163,360,32,0
77,62,50,895,117,266,234,103,15,235,0
77,200,8,145,555,85,203,78,157,79,0
39,30,157,21,111,44,238,268,51,25,1
77,62,103,15,201,39,76,711,523,111,0
266,163,518,360,57,77,113,238,523,117,0
58,9,777,15,32,77,141,112,236,517,0
77,254,112,360,497,113,121,350,221,268,1
114,62,142,51,43,77,48,517,429,888,0
27,62,777,15,350,77,421,268,29,117,1
267,236,420,76,516,77,64,103,360,111,1
77,64,517,523,53,58,163,268,15,888,0
77,203,117,221,22,266,254,163,15,43,0
266,163,117,15,268,77,78,103,235,69,0
150,131,238,119,201,77,254,3,81,16,1
77,234,61,22,201,85,254,112,119,888,0
420,60,166,15,117,150,131,246,145,32,0
58,163,154,119,111,77,113,266,221,12,1
113,163,777,15,350,887,103,266,222,16,0
68,62,517,429,888,44,234,99,221,350,0
887,234,711,523,888,266,30,517,429,57,1
58,104,84,222,111,150,203,163,202,57,1
107,254,268,202,22,777,78,103,221,350,0
266,91,268,110,201,59,78,142,429,497,1
113,91,777,15,117,266,246,268,350,221,0
266,30,777,523,555,234,2,711,145,111,1
266,25,91,69,875,113,60,268,15,555,1
234,121,103,51,44,876,48,7,119,111,1
266,48,268,202,147,157,9,166,222,44,0
58,876,103,110,888,30,113,234,429,44,0
58,48,711,15,117,234,113,777,429,888,0
126,421,711,15,32,41,131,166,895,57,0
266,234,103,429,32,78,254,517,523,89,0
58,163,517,110,32,82,62,166,429,888,1
85,62,142,58,89,41,76,268,157,111,1
43,113,268,523,58,24,48,711,119,888,1
122,113,777,51,25,114,254,711,429,43,1
58,64,117,15,134,122,254,55,157,12,1
887,64,39,895,80,113,58,127,115,555,0
266,62,20,157,12,77,64,127,523,79,1
58,76,234,15,497,516,107,103,18,350,0
8,234,54,523,22,517,62,91,235,147,1
266,62,163,157,350,24,245,61,51,235,1
54,9,777,157,235,58,76,84,21,32,1
58,876,103,235,875,114,76,200,64,22,0
113,78,268,221,350,266,76,91,15,117,1
24,30,238,221,350,8,246,166,15,43,0
777,48,7,67,888,58,76,84,157,12,0
85,62,112,29,350,79,48,711,221,117,1
266,62,517,15,350,268,111,80,119,163,0
266,246,84,81,350,39,254,517,523,12,1
24,33,517,523,888,266,102,84,429,111,1
79,234,268,15,32,887,163,166,221,350,0
24,30,234,15,32,266,33,163,221,555,0
266,80,84,221,16,114,9,777,523,22,1
79,104,117,350,221,24,113,240,119,875,0
113,62,84,119,555,58,30,268,236,267,0
166,62,134,81,74,113,163,39,18,111,1
266,20,163,21,32,41,48,103,523,12,0
266,234,84,221,43,777,9,875,895,117,0
69,113,246,119,350,86,421,517,777,117,1
777,238,268,429,888,266,76,134,523,223,1
266,113,157,18,497,84,238,517,221,12,1
39,163,777,221,111,887,254,61,429,12,1
113,234,517,145,111,77,254,777,15,117,0
69,254,517,523,111,266,76,163,555,15,1
157,234,127,119,32,150,48,50,15,350,1
516,203,103,895,79,58,163,777,15,12,1
58,113,517,221,350,516,234,103,15,117,0
58,76,268,145,89,80,62,72,360,517,0
777,245,268,15,350,76,78,80,236,27,1
113,76,39,429,79,58,203,517,145,111,1
266,234,127,895,78,58,203,163,81,235,1
78,76,777,429,53,266,876,517,523,12,1
266,62,127,360,111,77,59,268,221,117,0
113,254,103,429,22,41,104,68,15,888,1
113,80,84,236,432,555,104,517,221,117,1
266,113,268,895,350,887,78,112,221,555,0
114,200,3,110,43,24,80,50,236,267,1
517,76,777,110,111,98,234,7,221,350,0
98,200,517,523,117,84,104,55,119,111,0
164,64,517,236,267,117,62,55,29,888,1
236,254,103,15,350,517,64,50,119,27,0
266,131,58,157,201,777,234,55,360,888,1
58,78,517,15,68,266,25,103,157,350,0
777,104,68,221,117,77,64,163,15,350,0
77,9,84,15,111,114,59,517,236,267,0
39,64,517,30,44,114,62,13,81,555,1
58,64,163,119,117,516,76,91,429,888,0
114,64,103,221,111,166,234,268,15,888,0
114,77,268,777,117,24,131,517,15,350,1
113,64,7,221,350,21,91,711,887,875,0
777,104,517,111,119,126,9,84,429,22,0
266,64,163,523,53,19,104,517,221,79,1
111,76,84,895,39,126,200,517,360,12,1
266,76,517,111,895,113,62,84,119,555,0
107,104,517,115,111,85,234,84,523,223,0
107,25,268,523,117,113,76,91,236,267,1
114,76,777,119,43,21,163,157,39,117,0
58,76,103,523,43,122,234,163,222,555,0
113,91,777,15,117,266,246,268,350,221,0
777,234,20,15,223,113,254,103,221,111,1
113,234,163,236,267,39,62,268,15,117,0
58,203,72,81,267,77,30,112,236,555,0
113,234,18,236,267,84,62,268,119,888,0
113,234,103,15,111,266,64,517,236,267,0
113,200,7,523,888,122,91,268,429,22,0
113,64,7,221,350,21,91,711,887,875,0
107,421,268,96,117,240,30,72,15,350,1
113,421,142,96,117,122,245,91,145,555,1
113,234,517,236,267,777,9,142,157,79,0
266,76,517,111,895,113,62,84,119,555,0
131,777,157,523,888,113,62,27,429,22,0
77,246,517,15,32,58,9,268,119,555,1
114,254,27,21,22,85,2,103,119,68,0
111,76,777,895,39,58,254,268,236,267,1
266,113,268,236,432,516,48,157,429,888,1
266,64,517,15,555,113,245,777,221,350,1
266,876,39,15,111,41,113,517,221,350,1
8,203,268,429,111,113,254,555,360,163,1
23,33,246,69,111,114,120,711,119,32,0
79,163,92,555,236,23,35,517,15,350,1
23,30,78,18,235,79,254,7,15,43,0
114,59,268,221,117,57,62,103,119,23,1
41,78,268,67,117,23,163,14,895,267,1
887,107,23,221,117,41,254,268,69,497,1
85,78,127,523,497,23,79,157,15,43,0
266,76,23,18,888,98,107,157,236,267,1
78,254,711,145,497,517,113,23,157,111,0
114,163,32,110,234,23,76,555,115,432,0
102,104,117,429,111,875,35,23,523,497,1
58,234,711,15,350,517,78,23,221,12,1
23,48,268,15,555,516,33,711,29,235,0
114,23,517,78,40,266,80,777,236,267,1
23,141,7,202,350,126,104,268,895,43,0
23,163,268,81,875,98,53,79,221,64,1
266,163,777,51,432,23,113,112,360,111,0
24,113,80,69,111,18,120,23,30,432,0
82,120,84,429,32,23,78,3,15,350,0
58,78,3,69,43,23,33,246,30,350,0
54,30,777,157,53,268,76,84,235,15,1
77,62,50,895,117,266,234,103,15,235,0
98,120,84,15,22,77,163,157,236,267,0
41,64,163,429,111,58,120,234,43,235,1
266,60,163,236,267,107,64,142,523,888,0
266,80,517,360,111,78,234,711,29,350,1
82,238,268,15,78,58,163,777,221,555,0
22,234,518,523,266,39,113,268,21,32,1
53,76,58,523,113,86,163,41,64,235,1
266,9,777,360,44,126,200,142,429,888,1
41,78,7,15,555,98,30,91,221,350,0
34,131,157,429,888,113,114,55,15,235,1
69,234,163,360,12,777,64,142,15,201,1
78,60,91,429,555,58,254,142,360,79,0
41,113,79,145,555,266,120,268,15,497,0
69,234,142,15,555,85,141,516,21,32,0
58,234,711,236,267,516,238,163,360,111,0
266,254,268,18,350,58,113,163,221,235,1
777,234,268,429,43,266,113,39,15,22,0
77,48,84,221,117,166,113,777,16,235,1
887,254,420,360,32,36,113,67,221,201,0
58,203,268,202,22,36,254,103,523,43,0
36,33,268,523,888,78,203,84,429,40,0
58,163,142,119,111,36,238,134,236,267,0
107,236,517,234,875,36,48,163,360,89,1
240,76,58,221,50,36,79,157,895,350,1
126,254,517,157,12,36,200,84,119,888,0
166,113,36,145,79,777,62,268,360,32,1
85,33,39,523,223,36,48,7,429,888,1
36,234,517,895,555,154,163,777,360,32,1
58,64,517,523,89,36,76,711,15,111,1
98,234,64,221,235,429,113,166,887,32,1
266,64,142,221,74,164,80,36,55,111,1
36,78,711,360,555,266,72,134,221,350,0
58,131,36,15,111,266,78,268,221,117,0
36,163,516,15,350,875,113,103,221,111,1
41,81,517,203,350,8,113,39,202,79,1
24,48,268,15,79,36,78,84,523,12,0
36,141,105,523,555,103,120,266,18,497,1
887,62,555,360,12,36,234,82,15,111,1
58,238,517,145,12,79,234,84,360,44,0
516,254,517,145,111,58,48,84,895,888,1
62,163,110,777,497,69,60,238,236,555,1
58,76,134,360,111,24,141,268,145,12,1
266,254,517,117,15,19,48,163,523,888,1
86,254,163,145,32,164,113,122,110,888,0
98,80,163,117,15,58,32,517,895,113,0
266,113,517,110,888,58,163,13,429,32,0
58,131,91,110,555,79,234,50,429,888,1
113,234,517,895,111,268,30,91,523,555,1
69,64,166,110,117,98,76,157,51,40,0
266,234,517,429,497,39,64,163,110,25,0
254,79,517,110,16,69,62,13,360,53,0
50,48,517,15,555,516,254,163,895,497,0
517,421,7,221,350,85,141,163,429,111,0
517,9,58,21,43,85,106,39,110,223,0
887,104,517,110,32,266,60,64,221,201,1
266,62,163,523,223,887,48,7,895,555,1
41,48,103,221,350,133,60,163,236,267,1
58,48,268,119,111,68,254,105,81,16,1
58,238,517,145,12,79,234,84,360,44,0
68,62,103,110,888,24,254,517,895,555,1
266,113,777,523,888,58,203,117,51,43,1
62,33,517,236,267,24,421,55,221,350,1
58,76,777,15,111,77,254,163,523,89,1
58,64,711,429,32,150,76,91,523,201,0
58,78,50,15,526,89,33,103,18,19,0
79,421,268,15,111,114,234,55,221,43,0
86,104,517,15,117,98,163,166,236,267,1
85,80,39,15,117,19,131,58,110,497,0
24,421,43,15,84,69,64,517,360,32,0
266,79,777,429,12,113,234,84,360,111,1
887,254,234,221,21,266,113,268,119,555,1
61,64,516,81,43,102,254,142,119,888,1
58,78,103,110,223,266,254,517,429,89,0
516,254,27,523,223,98,113,777,15,350,1
84,78,103,523,89,8,234,163,429,888,1
41,235,84,64,223,114,60,157,15,117,1
114,62,268,221,117,875,254,711,18,350,1
23,254,103,221,432,166,59,268,429,555,1
82,91,517,51,888,154,113,234,145,555,0
268,421,234,221,888,154,120,7,110,84,1
98,120,84,15,22,77,163,157,236,267,0
154,62,68,429,111,44,13,166,81,57,1
154,62,517,15,350,117,48,711,145,57,1
154,163,58,221,117,79,203,84,360,32,0
24,113,518,221,350,154,62,103,236,267,0
58,254,61,21,555,154,64,234,523,74,1
36,234,517,895,555,154,163,777,360,32,1
24,78,163,360,80,154,234,45,236,267,0
41,64,68,110,412,154,62,777,15,268,1
77,30,234,15,89,154,62,517,429,32,0
154,254,103,15,111,24,78,711,221,350,0
154,254,517,119,111,79,48,268,221,201,0
154,48,13,15,117,887,78,555,523,412,0
154,48,268,96,555,79,200,103,498,497,0
150,62,268,202,22,154,120,517,110,57,1
24,32,103,221,497,154,141,127,15,888,1
154,77,103,236,267,27,76,58,145,497,0
19,163,91,68,235,154,78,142,15,117,1
164,113,777,145,32,98,48,517,221,888,0
77,163,777,523,888,113,254,711,429,111,0
58,254,7,429,22,516,234,163,523,888,1
777,48,32,523,517,24,113,164,221,12,1
114,203,268,145,117,58,200,3,51,111,1
84,44,777,221,350,268,254,3,222,235,1
266,238,517,221,350,58,254,268,51,99,1
266,234,517,236,350,41,80,711,498,412,0
41,76,268,360,111,113,876,39,429,555,0
516,113,39,221,350,24,48,517,895,117,1
113,234,268,29,111,266,48,20,221,350,0
517,78,268,81,888,85,48,103,221,22,1
887,254,7,221,888,114,876,103,81,43,1
2,78,103,119,555,84,48,360,517,526,0
69,80,39,81,526,58,76,517,67,98,1
150,246,268,360,111,58,78,163,79,235,1
777,421,103,221,53,555,64,268,429,79,1
266,48,13,429,555,113,421,517,110,53,1
24,5,517,221,350,164,254,163,523,111,0
58,72,7,221,350,150,131,157,895,555,0
58,76,234,15,497,516,107,103,18,350,0
77,254,112,360,497,113,121,350,221,268,1
77,48,84,221,117,166,113,777,16,235,1
58,876,103,235,875,114,76,200,64,22,0
39,76,875,145,32,41,113,517,236,267,0
777,48,142,15,117,114,113,112,51,99,1
41,62,84,429,111,266,113,61,81,43,0
266,2,127,145,235,58,254,103,360,888,0
41,79,246,221,350,58,163,777,119,22,1
2,163,777,236,267,19,254,517,51,99,1
41,64,3,895,201,164,30,78,360,32,1
266,78,711,429,22,79,254,234,221,350,1
887,163,39,523,12,266,200,268,221,111,1
240,163,72,429,22,266,131,711,523,888,0
8,78,517,895,111,13,48,58,15,555,0
266,876,39,15,111,41,113,517,221,350,1
79,163,777,223,235,39,107,84,236,267,0
114,64,112,523,412,266,59,7,895,555,0
24,62,103,21,555,58,104,50,221,497,0
122,131,166,157,350,41,163,127,236,267,0
58,9,777,15,32,77,141,112,236,517,0
86,30,777,523,111,266,62,84,21,555,1
113,234,39,236,267,887,421,777,429,53,0
58,254,268,119,89,266,238,711,523,117,1
114,76,777,895,53,133,62,105,15,497,0
876,246,79,21,111,266,113,163,15,350,0
150,421,103,523,555,113,203,79,15,497,1
266,30,517,15,43,98,59,268,236,267,0
98,78,7,236,267,69,64,142,15,16,0
114,62,103,523,111,24,5,268,15,888,0
85,234,91,81,497,19,64,7,360,555,1
58,120,517,360,22,516,62,69,429,555,0
234,58,3,110,555,19,107,517,15,350,1
39,131,91,119,888,876,120,268,523,22,0
266,157,103,254,555,68,421,777,80,32,0
107,234,7,30,89,78,80,103,221,111,0
887,234,268,221,497,113,78,517,119,555,0
69,48,268,236,267,58,59,103,15,350,1
777,78,268,236,267,79,104,103,110,111,0
164,131,14,18,32,150,76,268,895,555,0
234,113,517,429,32,62,266,268,523,201,0
92,64,127,360,111,420,20,777,523,223,1
555,64,39,429,74,85,79,18,157,111,1
122,48,163,523,888,92,78,142,221,350,0
80,234,268,110,350,68,104,516,15,235,1
266,254,268,221,117,887,62,517,523,350,1
27,234,77,119,40,24,62,142,523,888,1
68,76,246,15,32,266,62,103,429,113,0
68,62,79,221,111,266,163,517,429,12,0
238,163,85,523,111,68,200,103,498,32,0
84,234,157,221,117,58,53,254,119,517,0
79,56,166,119,888,14,78,163,523,89,1
8,78,517,429,888,58,30,523,103,412,1
64,234,517,895,526,887,107,268,15,111,0
166,254,711,15,117,58,163,68,895,875,0
85,78,103,895,555,887,163,58,777,497,0
516,131,91,360,555,58,163,166,15,22,0
24,254,517,895,350,85,107,711,51,111,0
85,200,84,15,111,39,76,58,895,350,0
114,76,238,236,267,84,131,39,429,888,0
58,131,103,360,32,266,80,7,15,350,0
98,80,163,117,15,58,32,517,895,113,0
266,113,517,110,888,58,163,13,429,32,0
150,246,42,221,43,58,163,517,15,888,1
60,113,777,429,32,150,33,142,360,53,1
266,113,157,12,360,58,131,84,145,555,0
58,421,84,22,15,223,141,517,895,32,0
82,421,157,51,32,98,234,8,145,111,1
58,20,246,22,16,164,60,112,202,143,0
266,64,268,21,143,126,113,517,22,101,0
84,104,246,51,74,266,163,777,429,555,0
80,203,246,266,76,114,421,517,429,235,1
114,163,234,21,235,79,113,39,236,350,1
58,245,777,119,555,8,234,133,15,350,1
266,203,13,81,235,19,245,50,110,875,1
266,2,7,523,117,114,121,103,81,432,1
266,79,62,119,875,41,131,157,498,111,0
777,163,117,15,32,113,62,89,145,142,0
78,111,777,360,131,58,163,91,22,15,0
39,76,875,145,32,41,113,517,236,267,0
113,234,61,110,223,79,48,142,429,16,1
68,113,777,15,350,266,234,61,18,117,0
875,78,61,235,223,266,91,350,236,103,0
41,62,84,429,111,266,113,61,81,43,0
77,234,61,22,201,85,254,112,119,888,0
133,78,517,15,267,8,254,61,236,555,1
266,131,157,221,117,79,254,61,360,111,1
68,62,61,221,37,114,48,157,15,350,1
68,104,61,221,37,23,131,157,15,350,0
78,59,61,221,12,517,62,27,18,350,0
79,234,61,221,350,24,76,246,429,555,0
79,234,61,21,497,113,246,517,523,26,0
39,62,777,429,245,117,234,61,523,201,0
24,254,45,81,43,114,200,61,523,25,1
79,234,61,15,350,41,78,518,895,111,1
86,64,142,110,89,223,234,61,21,40,1
113,234,103,15,117,58,120,61,221,350,0
9,203,61,145,53,221,104,112,84,350,0
9,62,61,222,74,36,234,517,15,22,0
79,78,61,236,267,14,234,105,235,107,0
27,254,103,145,497,8,62,268,15,111,0
266,254,84,15,526,200,85,39,145,53,0
266,104,55,221,117,78,64,3,15,350,1
266,131,777,429,888,79,104,7,15,22,0
516,62,268,69,555,887,141,517,22,147,0
17,113,234,360,111,12,62,517,51,58,1
114,254,517,67,350,84,113,39,111,15,1
85,62,777,523,111,200,79,84,429,32,0
876,113,777,157,79,2,78,142,15,16,1
19,76,777,429,517,77,254,268,523,32,1
24,78,142,15,22,113,200,777,115,555,1
113,234,18,236,267,84,62,268,119,888,0
24,254,163,119,888,41,78,517,429,22,1
150,76,711,110,888,86,254,517,96,117,1
111,76,777,895,39,58,254,268,236,267,1
266,78,84,81,43,150,48,517,15,350,0
114,79,711,157,12,84,35,58,895,350,1
114,59,268,221,117,57,62,103,119,23,1
85,62,523,517,22,68,254,157,429,888,1
516,203,127,15,888,876,48,103,429,22,1
266,30,777,523,89,41,80,19,429,44,1
266,163,166,157,235,234,76,777,15,888,1
157,64,517,429,888,266,163,91,110,223,1
24,254,711,15,555,266,76,91,235,777,0
39,131,157,498,555,58,76,19,145,526,1
34,131,157,429,888,113,114,55,15,235,1
58,163,777,221,32,68,234,517,895,111,0
266,79,157,429,888,777,76,268,895,12,1
27,62,157,268,497,266,113,38,145,111,0
266,113,157,523,888,58,203,268,777,12,1
79,9,157,523,44,2,76,517,15,497,0
126,5,711,15,117,62,113,7,157,254,0
85,200,157,267,236,266,254,268,221,44,0
24,78,711,236,267,164,131,157,51,117,0
122,76,777,15,350,85,254,103,360,266,0
39,62,517,157,267,58,32,777,236,350,0
14,131,3,157,113,68,234,777,15,350,1
266,121,103,429,43,68,76,777,523,888,0
58,200,157,119,888,266,876,517,43,21,0
78,234,84,236,267,875,56,268,157,777,1
58,78,157,119,89,113,254,517,523,111,1
157,163,266,777,32,887,15,238,113,350,1
79,111,777,157,9,58,163,246,221,43,1
58,64,711,429,32,150,76,91,523,201,0
58,78,50,15,526,89,33,103,18,19,0
60,113,777,429,32,150,33,142,360,53,1
266,113,157,12,360,58,131,84,145,555,0
266,78,113,110,111,24,246,55,429,888,1
82,421,157,51,32,98,234,8,145,111,1
79,76,777,51,555,98,80,517,15,32,1
78,111,777,360,131,58,163,91,22,15,0
68,113,777,15,350,266,234,61,18,117,0
114,76,58,429,888,126,246,517,145,555,1
266,11,112,221,432,895,163,246,69,99,1
85,62,777,15,350,98,421,51,69,43,0
126,777,30,523,888,114,120,7,18,33,0
126,76,777,69,111,85,200,157,236,267,1
114,113,517,523,32,58,234,163,15,53,0
876,254,58,157,497,266,113,517,360,555,1
2,254,517,523,888,91,76,58,157,12,0
113,107,103,360,32,777,203,268,145,555,1
58,238,517,429,526,98,254,103,15,111,0
266,113,517,15,117,126,76,58,221,350,0
24,91,163,429,32,266,76,268,81,43,0
58,33,103,18,111,150,113,517,236,267,1
266,20,163,21,32,41,48,103,523,12,0
84,254,268,523,32,85,62,79,15,111,1
98,78,127,15,25,85,421,7,429,412,0
114,64,13,29,12,41,59,163,15,201,1
150,76,268,21,43,516,48,7,360,111,1
516,104,268,145,22,41,234,117,236,32,1
82,62,142,523,412,58,72,103,236,267,1
150,421,103,523,555,113,203,79,15,497,1
58,59,3,115,555,80,78,517,21,89,1
119,62,517,266,12,114,876,238,523,111,0
107,48,7,221,111,126,78,268,523,44,0
164,234,268,145,79,875,203,711,360,32,0
113,80,517,157,888,516,163,268,15,432,0
79,246,61,236,497,68,76,39,15,555,0
113,234,103,110,555,8,107,517,119,12,1
58,32,163,15,62,79,254,145,268,74,0
126,254,517,157,12,36,200,84,119,888,0
166,113,36,145,79,777,62,268,360,32,1
77,234,268,15,117,58,76,517,236,267,0
41,234,13,15,350,2,203,20,517,29,1
157,113,517,266,497,887,254,117,268,221,1
266,62,268,110,223,85,234,517,119,888,1
887,62,777,360,111,266,48,7,236,267,1
24,48,268,15,43,58,245,39,29,350,1
102,203,3,221,111,266,113,84,15,89,1
133,421,268,157,350,79,60,777,51,99,1
516,62,268,69,555,887,141,517,22,147,0
17,113,234,360,111,12,62,517,51,58,1
79,48,234,15,350,887,78,119,517,89,0
266,254,268,111,21,126,200,517,523,888,1
79,200,14,15,37,166,234,103,895,350,1
58,80,517,895,888,82,200,268,498,111,0
78,234,7,777,555,58,62,517,119,79,1
19,131,777,81,497,114,234,84,69,40,1
887,56,268,119,22,78,79,238,157,888,1
266,254,117,16,96,58,876,777,236,267,1
54,76,91,202,12,133,254,142,498,888,1
58,238,517,51,99,266,56,268,15,350,0
78,59,61,221,12,517,62,27,18,350,0
58,131,777,236,267,516,64,27,429,888,1
154,254,517,119,111,79,48,268,221,201,0
39,876,517,221,117,79,421,69,523,888,0
84,80,268,221,32,113,62,163,523,201,0
86,254,268,523,888,85,48,711,429,555,1
246,876,102,429,555,68,30,777,360,497,0
58,62,517,81,350,266,33,27,360,111,0
113,163,91,221,350,79,62,268,15,27,1
24,76,26,15,111,122,30,91,523,201,1
58,200,517,350,221,122,76,777,236,267,1
98,48,268,221,350,79,78,84,157,497,0
58,421,68,221,111,887,200,134,360,53,0
58,62,711,115,53,266,76,777,51,111,0
2,234,117,523,412,58,76,517,202,555,0
58,60,246,350,221,164,131,238,429,888,0
79,62,7,523,53,92,131,91,221,350,0
887,113,58,15,32,86,62,517,157,526,0
58,62,7,235,157,79,234,517,350,221,0
111,48,163,523,79,98,78,268,15,875,1
58,62,268,15,497,12,234,517,221,79,1
58,76,875,221,350,79,254,103,145,497,1
266,163,777,221,497,113,141,55,15,89,1
777,48,32,523,517,24,113,164,221,12,1
266,78,268,51,16,58,203,7,21,111,1
114,113,234,523,111,85,78,103,429,412,1
39,64,517,30,44,114,62,13,81,555,1
266,120,517,119,412,58,234,55,523,223,1
58,163,266,221,497,516,64,84,222,555,1
24,79,157,236,267,85,64,103,523,117,0
58,9,163,895,32,24,62,517,81,53,1
77,64,84,360,111,887,254,777,99,53,1
79,64,517,110,555,126,163,234,235,223,0
266,77,163,523,111,777,120,517,81,350,1
114,62,517,236,267,85,234,84,51,32,1
24,234,163,115,32,79,254,517,523,888,0
114,33,268,81,555,24,234,84,15,350,1
39,107,517,236,12,58,254,7,221,432,0
266,30,875,15,111,62,43,112,67,117,1
2,203,163,15,111,69,62,166,236,267,1
68,254,91,15,875,266,9,711,221,350,0
98,203,112,15,43,133,254,142,360,111,0
69,25,18,119,12,79,104,3,15,888,1
68,62,103,110,888,24,254,517,895,555,1
266,234,268,523,25,245,254,58,110,111,0
114,163,234,21,235,79,113,39,236,350,1
84,113,39,429,555,8,62,268,119,32,0
114,62,55,67,74,68,104,875,15,223,1
887,113,58,15,32,86,62,517,157,526,0
157,113,517,266,497,887,254,117,268,221,1
266,62,268,110,223,85,234,517,119,888,1
58,62,268,15,497,12,234,517,221,79,1
58,163,39,69,22,150,113,142,895,350,1
